run_id,pair_id,problem_index,topic,method,full_run_total_tokens,full_run_wall_time_seconds,full_run_model_duration_seconds,method_total_tokens,method_duration_seconds,selected_candidate_id,selected_answer,selected_normalized_answer,selected_confidence,is_correct,selected_agent_id,selected_model,selected_stage,initial_any_correct,initial_both_wrong,post_any_correct,correct_to_wrong,wrong_to_correct,preserved_correct,candidate_oracle_possible,selection_info
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,single_A,2074,30.682812213897705,18.3769672,247,1.7865121,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,single_B,2074,30.682812213897705,18.3769672,269,3.6702418,B0,√(2*4*6) / (√3 * √5 * √7),√(2*4*6)/(√3*√5*√7),100.0,False,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,stateless_debate,2074,30.682812213897705,18.3769672,2074,18.3769672,A1,sqrt(42)/7,sqrt(42)/7,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,4cand_majority,2074,30.682812213897705,18.3769672,2074,18.3769672,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,4cand_confidence,2074,30.682812213897705,18.3769672,2074,18.3769672,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,oracle_candidate,2074,30.682812213897705,18.3769672,2074,18.3769672,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,overall_reliability,2074,30.682812213897705,18.3769672,2074,18.3769672,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,"{'mode': 'overall', 'selected_candidate_id': 'A0', 'selected_score': 0.4, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '\\frac{\\sqrt{42}}{7}', 'normalized_answer': '\\frac{sqrt(42)}{7}', 'score': 0.4, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'A1', 'answer': 'sqrt(42)/7', 'normalized_answer': 'sqrt(42)/7', 'score': 0.4, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B1', 'answer': '√(48) / (√105)', 'normalized_answer': '√(48)/(√105)', 'score': 0.3, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B0', 'answer': '√(2*4*6) / (√3 * √5 * √7)', 'normalized_answer': '√(2*4*6)/(√3*√5*√7)', 'score': 0.2, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2, 'source': 'pair_agent_stage'}}]}"
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,agent_topic_reliability,2074,30.682812213897705,18.3769672,2074,18.3769672,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,"{'mode': 'agent_topic', 'selected_candidate_id': 'A0', 'selected_score': 0.38461538461538464, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '\\frac{\\sqrt{42}}{7}', 'normalized_answer': '\\frac{sqrt(42)}{7}', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4}}, {'candidate_id': 'A1', 'answer': 'sqrt(42)/7', 'normalized_answer': 'sqrt(42)/7', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4}}, {'candidate_id': 'B1', 'answer': '√(48) / (√105)', 'normalized_answer': '√(48)/(√105)', 'score': 0.3076923076923077, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3076923076923077, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.3}}, {'candidate_id': 'B0', 'answer': '√(2*4*6) / (√3 * √5 * √7)', 'normalized_answer': '√(2*4*6)/(√3*√5*√7)', 'score': 0.15384615384615385, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.15384615384615385, 'topic_correct': 0, 'topic_total': 3, 'prior': 0.2}}]}"
qwen3_8b__llama31_8b__2,qwen3_8b__llama31_8b,2,algebra,pac_math_pair_topic_stage,2074,30.682812213897705,18.3769672,2074,18.3769672,A0,\frac{\sqrt{42}}{7},\frac{sqrt(42)}{7},100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,"{'mode': 'pair_topic_stage', 'selected_candidate_id': 'A0', 'selected_score': 0.38461538461538464, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '\\frac{\\sqrt{42}}{7}', 'normalized_answer': '\\frac{sqrt(42)}{7}', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'A1', 'answer': 'sqrt(42)/7', 'normalized_answer': 'sqrt(42)/7', 'score': 0.38461538461538464, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.38461538461538464, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B1', 'answer': '√(48) / (√105)', 'normalized_answer': '√(48)/(√105)', 'score': 0.3076923076923077, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3076923076923077, 'topic_correct': 1, 'topic_total': 3, 'prior': 0.3, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B0', 'answer': '√(2*4*6) / (√3 * √5 * √7)', 'normalized_answer': '√(2*4*6)/(√3*√5*√7)', 'score': 0.15384615384615385, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.15384615384615385, 'topic_correct': 0, 'topic_total': 3, 'prior': 0.2, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}]}"
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,single_A,4107,55.355268478393555,43.0264111,228,1.8244548,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,single_B,4107,55.355268478393555,43.0264111,704,23.557802,B0,3,3,100.0,False,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,stateless_debate,4107,55.355268478393555,43.0264111,4107,43.0264111,A1,3,3,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,True,False,True,True,False,False,True,
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,4cand_majority,4107,55.355268478393555,43.0264111,4107,43.0264111,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,4cand_confidence,4107,55.355268478393555,43.0264111,4107,43.0264111,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,oracle_candidate,4107,55.355268478393555,43.0264111,4107,43.0264111,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,overall_reliability,4107,55.355268478393555,43.0264111,4107,43.0264111,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'overall', 'selected_candidate_id': 'A0', 'selected_score': 0.4, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '5', 'normalized_answer': '5', 'score': 0.4, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'A1', 'answer': '3', 'normalized_answer': '3', 'score': 0.4, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B1', 'answer': '5', 'normalized_answer': '5', 'score': 0.3, 'confidence': 90.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3, 'source': 'pair_agent_stage'}}, {'candidate_id': 'B0', 'answer': '3', 'normalized_answer': '3', 'score': 0.2, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.2, 'source': 'pair_agent_stage'}}]}"
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,agent_topic_reliability,4107,55.355268478393555,43.0264111,4107,43.0264111,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'agent_topic', 'selected_candidate_id': 'A0', 'selected_score': 0.4166666666666667, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '5', 'normalized_answer': '5', 'score': 0.4166666666666667, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4166666666666667, 'topic_correct': 1, 'topic_total': 2, 'prior': 0.4}}, {'candidate_id': 'A1', 'answer': '3', 'normalized_answer': '3', 'score': 0.3333333333333333, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.3333333333333333, 'topic_correct': 0, 'topic_total': 2, 'prior': 0.4}}, {'candidate_id': 'B1', 'answer': '5', 'normalized_answer': '5', 'score': 0.3333333333333333, 'confidence': 90.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3333333333333333, 'topic_correct': 1, 'topic_total': 2, 'prior': 0.3}}, {'candidate_id': 'B0', 'answer': '3', 'normalized_answer': '3', 'score': 0.16666666666666666, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.16666666666666666, 'topic_correct': 0, 'topic_total': 2, 'prior': 0.2}}]}"
qwen3_8b__llama31_8b__3,qwen3_8b__llama31_8b,3,intermediate_algebra,pac_math_pair_topic_stage,4107,55.355268478393555,43.0264111,4107,43.0264111,A0,5,5,100.0,True,qwen3_8b__llama31_8b__A,qwen3:8b,independent,True,False,True,False,False,True,True,"{'mode': 'pair_topic_stage', 'selected_candidate_id': 'A0', 'selected_score': 0.4166666666666667, 'candidate_scores': [{'candidate_id': 'A0', 'answer': '5', 'normalized_answer': '5', 'score': 0.4166666666666667, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.4166666666666667, 'topic_correct': 1, 'topic_total': 2, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'A1', 'answer': '3', 'normalized_answer': '3', 'score': 0.3333333333333333, 'confidence': 100.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__A', 'score_info': {'score': 0.3333333333333333, 'topic_correct': 0, 'topic_total': 2, 'prior': 0.4, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B1', 'answer': '5', 'normalized_answer': '5', 'score': 0.3333333333333333, 'confidence': 90.0, 'stage': 'post_debate', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.3333333333333333, 'topic_correct': 1, 'topic_total': 2, 'prior': 0.3, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}, {'candidate_id': 'B0', 'answer': '3', 'normalized_answer': '3', 'score': 0.16666666666666666, 'confidence': 100.0, 'stage': 'independent', 'agent_id': 'qwen3_8b__llama31_8b__B', 'score_info': {'score': 0.16666666666666666, 'topic_correct': 0, 'topic_total': 2, 'prior': 0.2, 'prior_source': 'pair_agent_stage', 'alpha': 10.0}}]}"
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,single_A,1887,29.43985891342163,17.0162999,213,1.8045954,A0,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,single_B,1887,29.43985891342163,17.0162999,241,3.7792971,B0,72/99,8/11,100.0,False,qwen3_8b__llama31_8b__B,llama3.1:8b,independent,False,True,False,False,False,False,False,
qwen3_8b__llama31_8b__4,qwen3_8b__llama31_8b,4,algebra,stateless_debate,1887,29.43985891342163,17.0162999,1887,17.0162999,A1,13/15,13/15,100.0,False,qwen3_8b__llama31_8b__A,qwen3:8b,post_debate,False,True,False,False,False,False,False,
